Day;Hour;Length (s)
Sunday;00;44
Sunday;01;85357;130826;222252;116612;55732
Sunday;02
Sunday;03
Sunday;04
Sunday;05
Sunday;06
Sunday;07;4852;25;86233;41;86174;1980
Sunday;08;75446;1221;76954;85374;75779;75291
Sunday;09;157400;73583
Sunday;10;8405
Sunday;11
Sunday;12
Sunday;13;69549;62670;62692;62588;62603
Sunday;14;94;33;34
Sunday;15;35
Sunday;16;72467;67441
Sunday;17
Sunday;18
Sunday;19;1974;5974;3392;969
Sunday;20;38255
Sunday;21;38805;36552
Sunday;22;37427;35292
Sunday;23;32
Monday;00;28729
Monday;01;18929
Monday;02;14094
Monday;03
Monday;04
Monday;05
Monday;06;77;50839;12726;40;12478;13;39
Monday;07;40;30;48;81;1969;36;40;20;25187;205;85716;52475;21;33;25860;30;17;25905;25894;45262;31;21;49135;20;25708;25677;12;49438;23;32709;25301;224;21;285;20;25360
Monday;08;96;224;287;36;40;32;34;95;43;31;23;41;36;38;4543;201;85192;31;32;46;57;37;25;22;35;16;11;160;13;192;33;21;711;51;48;37;47;13265;33;71;54;43;710;40;22;73;29;140;20;16;21;86087;58;13;14;81;34;40;27;94;4662;20;20;57;55;76;63;30;5;32;61
Monday;09;87;18544;19;30;37;28;55;10;23;35;26;28;79987;18;184523;27;16;20;51;721;14;17;37;44;29;57;27;5;37;33;21;52;82;30;33;38;19;702;32;41;68;34;181;46;21;81027;38;244;59;21;73;109;104;24;42;43;19;63;1007;85;65;24;18
Monday;10;40;77505;46;200883;22;570;51;6432;4998;20;57;73;4809;6698;22;13;13;14;41;3181;38;19;2400;81024;18;4964
Monday;11;29;32;26;71230;25;103;78;13;12;13;13;54;33;29;5702;19;80847;51;25
Monday;12;15;37;37;22;273037;169560;9110;88;33;32;1137;9833;12;2830;38;62387;65689;9678;23;42
Monday;13;57462;190;66375;38;35;244726;58031;328452;38;20;31;58779;78233;306;64582;13977;68433;22;72888;7106;57642;33;23;64832;168895;68465;58038;64844;2460;17;58371;68428;44;41;61;2437;38;68327;67692;12750;2689;78361;2657;6311;244994;63105;68444;602;628;5496;386;440;5285;5020;2157;4959;5064;4992;4923;67706;67878;16
Monday;14;70455;66795;44;28;17;66180;67163;64359;62802;19;62593;25;61108;63586;64882;67905;67556;5212;64053;12476;72537;61929;61739;76;35;31;64;66291;68717;68898;5191;64408;5645;157;62837;61313;323;57380;57376;57389;58015;174;303;61003;68874;5250;67650;150720;63838;65844;61404;62862;663;61902;57798;57639;454;57640;5067;64926;23;64267;64215;66885;61490;62051;244;57612;85381;4955;64829;65835;2854;63829;61555;57720;57501;57727;57697;58076;107;57947;57902;57425;61863;213;207;61018;71551;4700;64216;61585;63051;305;57854;57892;316730;410;549;57944;263;265;58048;107;57696;64789;3619;3955;235;7019;58984;61763;62952;62130;435;287;57692;262;57975;226;57516;58040;60722
