Day;Hour;Activity interval lengths (s)
Sunday;10;320.617;167;106.143;59.207;118.42;180.713;121.963;419.517;466.103;102.337;85.597;119.493;453.427;6.79;174.9;27.233;51.753;70.1;102.527;58.65;127.25;94.893;51.097;9.57;7.633;41.047;108.567;33.9;48.247;199.703;41.767;43.97;117.047;50.46;45.783;56.213;289.717;211.173;56.52;112.583;174.04;785.283;408.933;121.28;29.893;23.16;150;328.03;8.003;127.573;13.647;75;228.03;48.48;149.423;140;33.293;0;111.177;112.493;308.44;58.44;11.28;207.373;141.573;38.82;35.88;11.063;60.113;133.25;5.497;355.633;175.567;223.12;0;186;0;907.804;597.167;10.943;33.04;16.357;26.783;2.747;47.063;53.73;103.017;545.353;432.187;587.267;81.987;260.013;184.58;120.547;844.02;61;78.75;111;64.027;121.227;19.49;42.867;25.74;38.287;31.323;45.463;39.953;54.037;498.233;319.28;60.063
Sunday;11;20.297;68.56;57.56;64.823;35.823;57.083;25.347;224;363.413;55.413;41.69;38.69;125.307;36.083;51.463;322.283;99.347;186.82;88.26;134.717;101.113;241.51;124.517;81.007;59.613;87.07;265.48;33.907;15.303;18.713;8.187;115.927;63.88;22.963;114.053;45.293;44.327;34.19;208.677;61.117;120.653;360.44;212.943;209.367;206.837;155.247;3.513;33.383;99.487;5.02;78.92;85.82;69.08;21.113;29.377;108;7.39;0.063;36.847;3.563;55.72;55.57;212;69.743;695.196;0;10.343;31.577;77.623;0;6.52;142.936;45.373;56.437;6.45;25.51;71.507;38.443;54.503;46.657;138.67;81.733;68.51;47.573;197.85;252.483;384.433;159.236;168;295.033;1099.275;23.49;722.396;1.517;139.146;0;44.56;38.333;10.107;46.307;46.367;0;1553.577;43.05;178.253;271.28;5.967;766.691;558.376;270.773;74.797;41.03;708.426;20.043;10.817;45.373;143.827;18.19;16.267;19.18;42.573;16.483;50.58;710.477;432.336;369.513;216.063
Sunday;12;348.07;275.597;302.86;174.137;126.183;300.677;9.677;58.94;121.203;40.203;16.557;48.757;96.033;114.077;43.313;1.347;244.2;22.64;16.067;386.92;160.043;89.407;171.803;25.867;10.2;105.293;111.657;53.793;49.11;18.143;22.567;51.057;50.467;0.77;130.047;46.08;40.473;117.233;306.103;14.623;31.717;159.093;225.533;212.99;49.743;103.023;458.547;269.237;236.287;113.383;181.883;32.53;182.31;238.603;32.95;0;234.617;128.01;163.437;168.787;178.18;23.243;246.003;113.427;175.057;49.777;118.393;53.847;1.367;8.387;36.89;49.787;63.273;60.046;0;58.013;61.013;50.05;303.879;565.618;536.377;469.53;63.287;19.81;50.04;64.4;49.583;20.803;47;12.637;62.94;88.24;17.523;46.567;135.933;9.567;16.067;20.37;169.717;858.11;341.213;302.22;468.774;5.3;416.2;1048.683;0;85;284.867;29.723;15.087;21.94;4.443;57.913;3.843;21.313;57.947;115.327;475.03;198.48;78.98;62.04;60.03;113.76;218.39;59.287;145.653
Sunday;13;544.013;435.617;117.617;181.88;939.76;26.973;225.253;35.253;361.777;92.583;234.057;118.153;109.893;20.99;28.557;41.217;8.39;115.237;215.053;293.807;374.223;341.947;9.857;5.967;41.33;3.787;29.243;18.073;131.53;104.893;28.927;299.797;70.467;81.11;99.717;495.53;282.373;48.563;89.983;218.03;50.443;35.567;4.3;39.83;36.157;244.63;182.057;6.253;15.157;16.837;208.133;6.56;61.863;55.257;180.06;293.32;603.884;197.24;0;0;121.016;436.867;73;65.647;51.933;187.63;1.07;303.094;54.86;10.967;43.17;34.467;41.913;6.147;42.593;20.823;37.59;47.523;42.803;32.103;3.373;53.403;35.69;43.007;104.403;36.433;77.13;24.177;35.463;10.51;20.16;36.253;44.523;19.603;362.124;3.727;608.373;548.246;0;69.983;50.567;170.523;29.76;3.883;5.93;40.023;32.747;28.127;241.307
Sunday;14;218.323;291.663;44.863;106.127;297.47;111.71;19.997;213.41;127.873;271.227;25.49;233.253;29.68;0.79;90.28;219.803;77.17;132.64;886.353;103.733;253.16;107.637;41.983;28.397;27.87;40.45;49.83;65.883;20.373;15.94;25.02;25.667;216.9;105.073;41.133;92.69;47.1;436.603;21.95;60.8;288.883;34.777;46.65;53.837;10.06;27.203;48.443;111.547;44.85;11.287;86.787;33.733;237.204;488;14.87;69.947;63.383;53.12;7.493;33.61;150.15;15.867;83.633;62.117;71.38;150.004;237.52;77.987;106;147.457;16.73;57.277;31.407;8.113;11.313;11.877;56.187;98.517;159.833;25.96;18.803;7.34;90.71;44.027;18.407;50.47;32.753;45.067;37.68;30.057;48.15;58.34
Sunday;15;386.16;61.22;63.927;459.313;241.573;202.853;43.853;6.113;3.113;41.407;53.407;60.67;91.947;389.503;71.567;85.783;6.83;53.043;258.257;17.31;46.063;117.58;37.567;43.65;9.56;114.283;131.913;2.073;14.167;118.547;381.37;64.43;37.793;30.68;18.51;25.617;48.427;4.9;48.297;12.69;173.35;292.247;482.233;27.797;3.94;378.21;228.213;122.773;104.073;49.47;593.821;108.313;265.596;73.136;56.103;117.307;0;1;71.493;0;62.81;60.18;175.064;187.394;190.514;21.83;21.197;22.677;37.17;28.507;25.87;46.393;16.443;44.81;54.743;13.17;37.427;137.2;781.854;549.69
Sunday;16;230.713;326.79;182.67;73.967;311.107;94.17;26.623;547.347;31.393;66.623;134.887;83.95;170.15;132.413;53.69;300.967;534.523;124.787;588.38;59.473;90.993;92.593;39.687;26.173;37.57;54.647;114.153;91.657;35.177;207.497;110.237;17.73;214.957;173.283;10.96;69.4;52.89;21.41;19.087;35.873;27.143;878.65;470.063;46.473;17.6;57.947;372.863;60.94;422.367;52.69;8.86;23.273;56.53;37.81;12.073;124;264.944;129.824;59.703;35.613;48.163;28.557;1.58;25.617;44.087;126;1;5.417;1;2.057;20.417;103.553;52.483;2.653;380.314;22.153;47.267;33.513;49.64;29.4;15.473;54.73;18.583;27.29;13.787;52.543;3.953;240.574;121.08;899.981;305.537;384.593;330.16;475.277;894.207;0
Sunday;17;632.017;1340.043;1375.517;167.23;180.363;234.643;42.843;105.103;85.167;69.353;479.893;32.17;103.17;40.71;274.067;105.56;217.81;143.27;111.023;524.017;67.053;117.113;68.76;201.327;133.877;17.957;33.507;31.6;116.977;53.433;21.86;51.893;1.837;16.737;181.09;219.49;75.663;149.65;193.283;30.363;53.723;93.18;46.303;62.367;59.727;31.167;221.003;375.227;131.773;353.827;590.513;16.29;31.25;52.89;23.357;16.793;17.047;40.577;43.64;4.077;30.077;35.337;19.183;633.019;1344.682;241.363;112.573;18.107;28.577;150.143;5.067;192.974;40.227;289.364;0;6.02;8.403;41.683;54.253;5.483;58.807;28.387;276.109;40;534.77;7.203;46.583;46.957;83.327;105.023;33.037;28.78;50.73;135.22;66.643;1291.483;30.593;19.04;785.58;33.997;24.187;302.2;128.654;171.367
Sunday;18;328.126;173.797;170.527;82.693;47.217;138.54;530.785;32.4;120.783;96.207;0;1.483;411;0;79.077;35.277;559.847;230.387;34.387;132.667;154.943;34.943;230.207;163.483;62.84;277.303;483.133;105.607;72.297;44.393;406.273;44.37;20.703;57.113;47.223;114.587;19.5;13.533;59.61;233.037;12.467;52.647;57.677;54.087;171.387;48.13;7.933;20.753;140.163;34.193;29.62;17.667;52.047;31.077;43.297;154.753;75.147;106.557;102.603;80.53;54.64;248.677;352.32;49.413;178.887;11.997;45.733;22.53;40.553;252.412;31.593;42.223;4.507;55.957;57.957;83.14;63.417;205.49;26.023;51.573;49.623;20.143;110.15;72.863;0;241.384;121.064;577.666;49.647;30.093;59.37;39.787;32.25;0.31;18.463;57.813;67;244.074;479.89;257.387;207.743;55.42;52.467;60.32;155.777;47.81;16.09;1.83;55.247;47.21;10.937;172.557;49.95;42.027;34.63;159.93;382.18;246.27;30.313;45.143;77.25;640.047;401.223;327.41;52.05;28.963;3414.937;339;1708.847;678.22;39.123;20.94;32.85;70.903;0;120.06;302.2;179.547;115.753;139.96
Sunday;19;43.75;639.07;467.424;615.651;61.03;1177.274;0;109.973;124.677;32.953;32.033;55.31;47.31;111.573;47.573;36.637;441.193;110.423;43.947;24.01;114.227;10.487;51.75;31.013;274.793;56.143;49.19;36.197;80.307;39.05;0.113;36.19;18.553;478.453;239.573;16.217;142.707;59.697;35.11;19.4;22.447;53.933;47.983;15.693;37.983;28.03;35.45;94.56;41.783;22.833;51.127;17.84;39.87;30.607;136.063;33.143;299.93;342.48;896.193;26.223;227.693;39.773;188.006;5.391;14.81;37.973;61.023;54.213;830.757;69.93;106.163;10.233;34.467;36.467;22.507;54.787;89.037;660.01;525.328;75.553;181.094;32.563;69.017;97.127;44.553;5.643;60.637;21.483;86.02;3.097;165.497;35.02;67.183;362.75;11.003;94.04;53.12;2.47;60.03;15.187;641.759;76;139.17;1021.661;121.034;126.677;1236.044;56.773;364.023;132.797;34.49;32.597;31.83;38.107;9.97;67.754;2.803;21.527;176.75;126.463;93.047;110.493;76.3;91.527;37.187;26.123;41.723;60.357;41.957;43.143;237.09;4.533;31.88;56.56;36.67;0;41.117;13.94;108.003;37.18;778.567;3295.711;6.133;24.213;40.59;47.077;7.597;35.02;537;0;560.419;570.016;228.12
Sunday;20;66.493;640.633;59.943;56.16;55.453;436.063;77.517;48.58;19.827;48.107;174.4;79.807;14.263;105.357;53.737;57.133;55.197;363.017;111.08;45.46;26.87;11.933;173.437;28.863;25.227;30.303;211.067;17.56;50.67;19.39;3.437;45.853;47.823;14.153;167.657;39.323;58.597;226.763;96.813;708.053;239.493;151.92;100.013;36.377;30.783;66.24;219.68;174.247;121.28;235.077;27.053;22.507;220.721;27.097;23.347;50.617;37.9;102.967;0;317.137;11.513;29.983;1.467;36.52;126.551;262;116.063;183.347;59.723;0;253.344;488.541;259;191.731;59.083;301.357;675.337;0;171.907;583.493;835.18;38.947;178.03;277.317;121;61.017;442.363;73.17;241.123;28.653;54.38;34.98;55.993;57.227;24.023;50.293;128.22;440.353;25.79;81.097;160.393;0;60;58.58;15.643;83.983;105.57;69.27;19.14;251.45;90.043;106.107;35.53;57.18;28.893;129.56;76.907;39.97;208.363;60.603;33.697;40.847;91.787;58.067;10.923;33.273;29.203;13.657;38.16;80.417;18.433;250.32;155.42;79.483;36.743;167.96;1611.706;563.643;131.1;87.707;215.163;72.23;0;134.6;115.013;0;68.193;0;85.58;511.3;169.437
Sunday;21;143.91;642.733;109.457;32.473;11.72;173.03;414.293;653.093;587.54;150.247;117.45;17;1.473;19.537;148.947;366.707;105.087;164.197;283.38;37.063;52.647;41.173;39.943;23.05;39.79;45.837;49.947;24.843;96.537;10.63;72.917;238.137;106.59;857.163;183.603;34.637;224.06;21.153;589.397;95.9;215.717;0;236.317;25.14;49.547;18.58;27.477;363.234;0;126.66;60.334;38;0;115.83;471.06;126.017;18.21;692.924;109;654.43;384.854;121;166.977;174.627;167.153;141.834;20.957;13.62;217.606;0;81.77;46.613;64.08;2.153;37.373;11.253;94.68;82.696;67.653;7.503;25.807;59.853;45.52;29.85;58.897;18.183;45.293;17.533;35.58;751.873;157.127;54.143;121.064;0;62.767;31.44;41.793;4.84;49.39;55.94;32.347;11.213;64.717;59.627;182.26;45.733;120.063;116.197;104;49.463;47.573;524.613;106.61;84.253;213.647;2.693;52.333;414.167;148.273;47.437;106.25
Sunday;22;16.873;30.133;16.133;9.197;105.413;77.673;961.74;147.803;104.003;52.28;58.28;111.543;113.82;113.82;121.1;79.65;52.013;126.487;52.96;104.023;0;128.013;66.66;134.227;118.98;44.17;136.397;71.6;98.197;170.99;104.177;41.087;18.303;81.167;65.503;34.283;38.407;48.06;106.177;53.257;22.583;9.63;347.12;121.547;249.433;450.693;39.857;218.297;835.68;38.593;2.053;434.785;12.383;12.743;22.313;56.05;0.04;22.03;70.353;37.683;157;0;0;0;504.55;603.553;60.44;0;121;25.68;31.977;66.363;9.363;149.927;102.31;44.513;335.56;255.55;2.627;270.723;0;36;23.4;1.033;1589.967;0;304;89.297;142.62;275.99;43.373;164.84;0;25.633;11.413;6.013;46.533;28.193;6.9;717.85;14.687;159.076;400.52;286.414;44.267;40.13;91.717;6.077;18.023;28.43;184.73;111;107.733;42.993;40.24;161
Sunday;23;1;1;1;1;1;243.264;110.703;395.967;81.233;35.523;124.583;88.907;34.763;20.023;6.333;49.593;226.93;30.357;150.77;56.22;99.33;33.677;43.163;27.193;5.273;30.727;83.423;178.897;68.293;430.16;98.54;60.357;34.027;93.36;9.08;64.403;46.467;44.413;93.86;121.323;92.417;2.777;74.213;29.26;34.783;172.257;58.633;470.517;127.987;155.46;61.867;77.963;109.353;297;14.63;1;1;1;1;32.933;1;1;1;1;46.347;47.06;17.473;1;30.41;1;1;1;1;1;1;1;1;1;1;1;95.897;1;1;1;1;1;1;49;1;61;0;57.157;1;69;0;1;1;1;1;1.057;100.347;519.433;1;1;372.506;191.697;8.867;143.7;239.364;84.71;55.777;1;1;59.11;1;1;1;1;1;26.083;21.567;55.863;38.927;46.77;27.77;7;18.763;1;1;1;1;1;1;1;1;1;95.683;40.327;0.903;91.06;57.397;38.267;55.403;3.303;4.263;8.77;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;60;42.407;31.877;6.82;48.913;57.337;2.383;24.793;5.823;49.767;34.207;12.24;53.317;26.693;118.623;1;1;61.016;2.92;23.03;47.643;1;1;1;22.12;1;1;1;1;1;1;1;1
Monday;00;19.8;222.32;52.683;149.093;46.917;14.357;52.42;22.8;51.193;84.527;50.59;265.427;108.083;43.64;51.813;140.673;20.737;12.94;93.753;3.233;14.39;99.547;38.107;39.763;0.793;37.293;290.88;191.337;396.853;192.293;400.01;236.513;36.04;57.19;0;47.373;19.847;30.877;35.967;35.437;157;60.047;57.957;45.54;58.06;45.77;102.01;51.297;16.63;0.01;46.327;36.337;46.45;11.543;86.783;62.23;31.613;60.977;93.433
Monday;01;273.48;591.65;86.03;42.06;359.55;109.913;153.417;214.113;116.177;62.557;29.62;161.753;54.29;1.587;64.927;42.973;59.437;0.517;29.827;74.76;53.17;14.263;742.1;174.197;64.84;87.933;84.297;206.703;206.16;43.617;54.693;100.04;15.543;176.97;69.063;30.187;22.953;37.6;49.113;102.693;57.773;4.26;27.337;71.783;40.27;46.26;34.993;47.85;39.227;57.393;56.473;34.723;16.097;37.403;44.497;72.62;29.063;14.633;10.68;119.323;31.383;16.743;19.183;11.293;91.067;1.097;87.507;35.993
Monday;02;433.76;113.187;55.233;110.643;146.07;118.133;24.463;50.497;380.253;95.317;88.743;341.55;134.96;23.117;52.91;21.097;29.373;45.47;152.463;54.54;301.743;15.207;198.437;37.467;13.853;37.917;113.357;46.45;528.24;93.443;158.93;146.65;512.127;69.19;341.047;165.01;347.543;36.283;8.483;13.913;8.823;38.77;26.893;58.207;1.873;52.207;45.553;78.853;12.233;1.853;1.93;103.883;6.07;146.493;48.5;114.883;50.353;51.78;125.517
Monday;03;289.643;169.97;121.38;98.76;55.807;50.233;4.28;395.07;263.513;42.59;95.263;135.78;46.743;42.51;18.837;24.423;45.913;28.99;602.7;248.457;61.55;336.75;37.797;46.253;51.723;120.787;118.243;107.187;5.5;4.447;32.92;3.667;38.827;3.33;49.867;47.637;58.343;60.863;2.047;14.83;37.457;13.833;25.403;15.463;33.16;107.88;43.303;24.39;8.177;6.237;323.073;23.623;37.17;9.847
Monday;04;590.854;50.573;39.907;99.333;116.397;348.217;78.313;14.69;145.573;296.777;49.807;34.883;85.723;41.577;5.817;176.647;40.707;57.12;23.483;34.577;311.903;24.967;362.8;241.223;149.603;86.997;42.043;120.42;178.877;45.953;103.41;4.727;57.773;24.283;51.25;90.563;1.527;31.907;52.937;36.41;50.477;36.263;44.623;23.763;17.223;10.697;20.11;18.833;18.227;89.293;60.34;2.973;4.687;3.397;58.73;30.033;16.9;46.14;29.59;157.03;35.973;16.853;29.917;22.483;57.813;55.377
Monday;05;177.86;55.24;129.683;463.643;475.467;71.573;73.97;94.35;58.413;60.823;7.917;40.733;1.783;102.503;91.703;53.75;57.78;95.373;41.5;25.98;47.233;116.823;21.873;273.777;120.173;13.237;300.477;23.553;110.353;38.917;50.013;0;347.853;49.193;39.547;19.71;16.86;12.47;41.517;7.98;39.537;3.447;442.877;46.283
Monday;06;105.183;361.973;354.46;347.283;222.757;70.12;146.23;164.577;155.02;164.837;56.883;136.31;23.767;17.657;45.89;94.263;59.327;31.653;60.043;14.12;47.543;53.993;9.197;19.773;50.883;49.04;10.677;35.037;83.457;276.723;221.337;238.417;183.513;17.983;154.3;55.627;106.287;69.71;412.2;58.623;492.88;49.887;20.993;0;517.477;1300.863;139.213;163;81.73;71.593;63;0;10.383;111.693;26.143;77.43;51.123;48.953;34.263;27.783;88.397;12.103;86.227;109;22.353;44.43;55.443;46.097;6.44;33.28;110.497;37.56;64.91;5.243;42.56;58.317;6.92;36.923;32.347;785.765;153.277;42.45;20.23;22.16;35.443;117.007;253.373;577.899;504.21;339.814;160.383;6.077;1341.931;1698.875;365.016;57.37;211.673;116.277;969.063;6.29;274.427;138.643;61;358.961;228;36.883;9.04;25;457.597;12.683;140;54.043;719.663;14.343;0.773;1087.35;34.387;38.627;6.767;482.38;309.03;795.28;0;45.543;518.454;64.047;267.72
