Day;Hour;Activity interval lengths (s)
Sunday;00;18.947;118.66;25.677;34.023;48.083;19.28;47.527;173.777;31.777;111.087;54.293;257.673;54.883;292.24;710.027;133.107;8.337;24.4;37.617;66.677;60.877;47.877;110.14;43.203;266.743;160.007;180.283;115.563;114.263;12.877;51.08;31.617;60.057;36.03;131.737;110.413;238.86;51.94;269.387;208.203;292.957;13.067;44.447;49.62;46.17;98.733;20.72;51.783;55.243;56.323;199.74;55.137;22;262.55;267.02;326.777;1388.917;60.947;111.453;113.547;60.883;37.863;36.953;20.033;12.293;15.563;38.467;4.683;397.333;202.583;90.833;35.833;29.083;22.083;112.323;6.823;233.073;118.137;181.393;12.593;470.02;176.233;150.513;287.807;892.703;16.917;773.737;276;123.454;69;121.72;82.86;46.887;34.313;27.24;55.967;43.733;35.19;66.677;31.233;54.703;22.237;17.873;27.63;48.787;40.777;688.193;57.05;102.247;40.9;537.28;211.077;173;113.89;55.073;54.323;21.813;98.16;28.583;47.033;106.293;58.757;10.463;345.593;108.637;245.727;55.413;46.597;284.453;84.49;15.187;15.507;9.017;405.24;1.707;56.55;193.202;10.57;149.418;20.633;1142.327;39.33;18.6;21.143;30.767;2.187;36.403;6.203;159.75;109.947;457.36;78.407;0.56;412.82;113.967;263.163;398.617;43.68;17.827;10.373;11.74;66.37;75.687;95.273;91.707;52.753;19.64;59.33;0;36.333;3.823;32.213;83.717;37.237;21.51;83.377;52.293;56.77;74.13;34.147;105.423;17.5;147.01;6.407;16.487;43.84;10.097;22.353;7.77;35.123;49.353;48.02;46.52;57.443;103.107;50.417;39.733;58.797;20.05;17.11;45.343;28.657
Sunday;01;180.433;59.697;117.33;5.33;10.74;30.803;12.027;29.333;14.563;13.823;49.84;50.887;46.173;22.403;5.463;44.61;698.503;45.567;44.323;2.587;284.847;93.423;27.487;141.683;35.947;16.443;111.98;134.547;88.02;141.493;71.727;236.467;41.767;127.163;280.637;76.03;161.487;326.043;132.567;109.66;0.037;119.43;40.807;1.84;28.233;24.217;67.683;31.09;42.653;59.157;43.613;228.44;36.853;176.293;350.86;176.283;109.677;56.32;105.893;59.247;14.4;102.067;90.32;2.32;56.567;24.057;44.12;161.557;26.81;14.063;43.063;13.327;281.58;117.643;148.833;421.493;51.71;136.973;37.973;495.56;107.837;159.117;90.133;16.41;307.657;147.95;89.197;58.273;26.45;43.48;28.993;58.78;97.873;33.727;39.623;7.173;72.117;29.613;54.513;15.873;79.39;10.223;1;2240.944;444.898;148.723;57.757;127.873;45.387;61;21.53;5.53;12.79;105.347;52.623;34.64;50.883;22.333;5.563;31.563;176.997;120.06;105.823;172.1;28.1;3.943;224;240.903;172.12;162.117;25.067;195.08;74.08;17.073;115.167;36.807;91.07;0;435.651;416.137;168.08;324.147;56.59;18.203;11.057;14.013;11.307;20.703;649.543;11.603;179.763;337.18;6.18;40.373;149.66;45.66;149.857;275.147;18.343;148.553;101.603;6.097;50.037;13.973;24.427;25.76;29.153;26.423;30.487;115.787;16.32;34.153;93.563;5.49;12.287;14.45;33.573;57.663;150.983;74.333;133.61;3.317;19.88;6.417;3.417;53.78
Sunday;02;51.72;64.017;22.313;91.643;62.303;32.563;81.82;15.82;34.883;114.093;53.357;43.57;59.583;45.893;102.953;532.567;20.843;165.923;276.383;303.723;288.08;178.263;56.527;76.79;57.79;49.053;22.053;14.33;147.55;69.613;411.45;48.83;191.273;44.73;97.11;62.52;197.993;15.653;109.81;45.253;17.33;40.99;32.35;16.09;42.377;20.423;16.853;1.757;22.14;4.17;19.233;3.533;38.32;50.35;18.763;15.843;300.713;71.123;82.72;964.837;56.917;36.563;97.67;33.563;58.943;71.367;60.227;46.697;44.017;72.943;146.193;245.443;35.507;164.023;52.023;6.07;13.26;73.793;3.03;239.33;109.63;417.033;480.59;17.867;171.147;764.043;113.303;155.383;652.153;36.927;58.053;10.053;12.247;16.763;63.133;21.653;4.783;20.727;4.743;54.483;8.473;739.561;8.44;20.463;2.933;25.713;5.163;12.183;97.41;80.613;50.677;27.89;97.067;50.29;177.447;50.49;0.553;110.923;93.873;243.977;174.833;45.833;10.127;40.127;1.297;170.557;44.637;35.71;44.74;33.803;64.907;11.567;24.793;40.09;2.62;23.083;31.893;55.603;286.96;83.96;60.19;344.41;14.627;7.627;211.853;216.113;159.277;350.68;71.743;4.903;35.143;55.887;48.297;56.567;60.993;54.247;105.58;30.993;55.58;52.64;9.78;5.7;24.633;31.927;56.223;30.773;45.07;118.387;40.683;133.997;33.39;36.643;44.957
Sunday;03;172.587;59.587;88.833;47.897;27.17;58.23;247.803;11.867;102.1;28.353;61.687;8.953;48.213;21.227;102.477;105.477;44.063;163.323;81.587;329.847;176.093;4.093;37.357;161.403;46.65;42.667;109.943;19.007;48.207;123.483;159.747;60.013;63.273;166.577;71.253;317.777;416.143;30.24;37.103;448.893;216.333;25.713;67.807;39.14;10.98;67.467;24.577;53.143;49.283;28.84;38.623;38.903;18.06;5.56;116.307;50.68;43.2;525.987;524.43;179.183;237.013;102.78;114.89;477.927;43.29;32.007;11.283;42.917;59.207;45.76;110.6;18.79;41.043;103.323;110.823;30.823;56.09;4.09;7.153;117.403;198.67;53.873;85.967;138.417;21.417;0.697;999.533;60.857;61.857;60.103;47.397;356.67;256.983;48.16;504.517;47.757;54.86;64.46;15.343;20.94;59.383;19.087;33.193;49.993;8.09;58.223;60.19;236.87;59.173;24.403;34.563;57.24;43.253;93.727;35.933;24.66;15.66;142.083;56.147;112.173;42.237;75.233;163.59;6.467;41.447;34.413;40.067;39.583;5.85;30.823;46.14;6.447;21.84;28.233;387.147;8.297;83.36;135.513;110.73;419.123;4.123;304.373;53.52;100.717;65.927;262.203;261.557;40.557;60.073;91.723;13.087;230.497;3.877;28.253;6.523;28.78;1.69;39.18;54.453;108.96;26.323;39.963;164.51;35.87;18.12;26.12;2.42;15.353
Sunday;04;33.973;18.263;4.563;190.87;120.933;67.163;286.497;167.963;46.963;229.503;103.82;466.803;283.083;67.343;48.623;234.883;145.163;31.163;147.44;362.78;98.98;6.26;13.26;92.8;72.863;388.99;61.37;120.797;15.86;167.27;61.123;119.217;32.533;113.627;81.99;57.353;77.45;112.797;36.473;11.07;91.38;20.597;71.057;22.603;240.013;92.487;21.373;54.72;27.147;78.573;48.95;36.027;76.133;914.95;111.387;46.45;362.36;309.06;142.453;344.367;20.607;17.813;46.1;20.697;52.257;5.94;40.433;17.743;14.19;49.19;148.453;58.453;88.023;48.023;229.54;522.563;240.84;71.103;543.69;227.983;15.263;542.817;714.467;55.893;55.123;49.19;59.68;37.93;17.013;173.897;41.373;13.47;13;56.07;16.823;13.353;10.75;546.264;178.843;273.25;1049.577;563.763;0;126.997;32.347;51.46;0.737;125.747;19.88;51.88;30.97;1.933;239.757;23.82;37.037;59.097;57.627;59.893;12.393;26.453;54.07;29.543;8.397;53.06;21.693;233.783;107.193;160.393;335.63;58.693;24.84;74.903;190.147;61.293;180.49;36.537;322.893;39.603;49.973;17.307;52.687;9.003;16.397;57.7;6.35;55.657;47.16;43.6;3.58;119.5;26.563;65.07;20.593;276.087;18.557;8.983;126.57;43.86;23.877;38.15;35.15;7.433;99.77;28.043;39.043;31.783;66.117;10.13;40.547;159.82;31.043;24.107;112.32;29.613;43.767;11.223;36.83;31.463;6.777;35.777;44.05;26.663;46.96
Sunday;05;124.793;8.983;146.22;56.5;52.787;55.787;40.09;13.383;186.917;39.917;9.157;103.157;299.713;132.777;49.173;430.743;10.807;96.007;53.253;122.533;167.597;98.8;17.083;0.083;175.37;109.71;58.163;212.417;116.893;48.937;17.303;53.697;38.143;1142.007;5.65;99.76;50.093;29.503;12.603;157.983;56.013;81.423;6.82;20.913;177.297;43.693;51.79;115.207;57.963;61.603;19.057;104.483;221.923;118.38;135.82;88.913;58.337;11.713;172.14;449.113;48.553;32.4;51.343;45.547;16.593;45.78;2.78;147.063;44.33;371.847;5.847;1.893;60.113;34.193;42.18;218.457;363.03;784.663;421.203;299.513;523.023;23.25;55.52;13.513;15.713;17.717;37.763;18.313;54.383;15.547;27.673;46.073;242.16;9.11;782.167;35.297;57.533;25.937;49.883;112.353;17.04;53.283;30.94;38.003;113.297;48.33;33.33;25.82;25.447;51.447;16.673;36.817;116.77;43.217;41.937;54.387;4.297;37.513;33.657;41.03;18.037;174.313;167.527;89.573;239.797;82.96;38.153;64.153;7.36;119.36;42.553;475.96;29.187;104.233;49.383;1.383;124.593;42.277;68.4;0.653;39.993;64.103;56.27;9.877;27.003;7.357;29.673;3.203;19.037;54.42;31.797;4.283;68.88;63.747;0;94;108.26;30.273;43.613;58.677;53.917;86.22;118.57;82.633;213.187;57.873;119.873;11.233;46.793;33.153;34.403;53.763;34.02;60.067;39.317;12.927
Sunday;06;109.357;139.893;239.203;173.527;35.08;130.157;180.65;7.65;60.713;103.92;24.18;51.52;432.913;96.977;56.21;58.273;93.473;100.797;25.797;115.06;226.32;88.583;64.647;107.907;69.123;37.387;188.65;86.71;156.173;294.053;174.903;75.347;80.473;209.183;293.953;170.317;104.713;21.807;467.673;58.007;135.833;111.18;43.243;95.667;31;30.38;113.473;27.773;44.22;24.697;75.103;45.137;21.483;23.983;151.41;20.803;7.193;93.573;355.387;555.037;101.693;299.417;264.873;39.95;97.69;391.193;22.287;54.437;21.707;16.01;284.51;115.573;91.01;8.01;49.273;34.523;52.587;63.803;291.317;141.583;53.583;57.643;57.103;40.34;200.52;541.043;47.243;762.077;227.357;267.68;47.897;213.203;162.577;48.577;164.933;15.4;28.097;40.77;9.783;8.053;46.553;224.154;55.1;2.647;7.84;19.653;180.847;0;63.677;31.283;43.07;21.017;1657.623;199.54;62.983;28.133;61.297;13.313;18.503;41.567;43.713;7.973;3.99;61.016;2.403;27.6;34.51;19.493;17.973;30.033;44.213;243.803;403.113;17.377;288.403;37.383;87.447;21.413;110.477;173.333;91.843;38.847;27.513;19.293;51.867;274.787;55.933;13.98;688.58;8.773;267.983;121.047;54.19;161.4;46.4;77.597;8.597;57.823;20.823;52.037;10.593;25.663;31.93;41.327;33.927;58.033;9.52;11.43;6.403;55.253;58.093;32.053;15.103;226.413;7.723;71.05;7.347;104.963;44.26;49.573
Sunday;07;35.103;44.373;272.867;81.137;136.397;83.647;57.647;34.923;103.463;158.767;16.83;52.05;87.453;56.517;218.027;130.383;13.66;27.66;13.723;60.923;116.983;90.247;44.463;30.557;114.82;71.097;247.36;87.28;254.707;624.857;83.783;51.303;109.197;85.243;43.797;275.693;457.533;66.213;50.01;56.227;18.953;43.113;153.317;120.937;96.347;120.393;246.333;781.06;405.893;622.977;537.203;22.283;32.917;8.223;18.83;119.137;40.373;25.66;14.91;39.91;237.423;53.673;1.937;267.267;24.477;5.537;0.787;1.973;178.553;387.017;109.28;19.28;76.543;720.083;465.653;253.98;195.257;32.617;35.94;20.907;68.343;36.8;55.68;30.103;62.19;37.457;17.647;38.187;43.66;58.713;40.23;54.907;11.063;52.47;455.163;23.21;115.62;69.713;873.897;245.95;46.133;58.093;21.17;667.267;142.273;26.277;17.67;0;113.923;0;20.923;0;59.513;66.76;7.21;142.133;0;180.477;171.997;57.703;1081.42;616.093;122.57;561.137;18.463;116.353;102.417;472.747;181.33;47.817;26.517;43.703;105.543;10.04;19.507;24.263;45.65;40.037;64.327;28.713;12.713;14.94;33.047;119.09;54.103;39.21;91.227;56.143;151.08;167.293;42.357;59.513;0.363;10.813;31.52;44.13;33.62;12.707;20.447;34.153;5.153;48.54;27.28;19.477;278.05;99.247;177.443;8.503;203.7;163.91;278.257;375.517;9.663;3.877;47.877;140.15;130.297;57.773;17.103;72.517;62.987;156.333;45.3;3.72;43.437;22.94;98.393;27.977;108.337;21.81;73.297;35.163;52.207;16.71;58.103;33.513;40.667;52.943;279.63;87.917;87.933;2.2;12.2;120.827;11.143;47.353;54.487
Sunday;08;14.71;177.917;121.207;56.497;97.56;144.78;11.053;35.117;218.39;32.6;189.877;7.94;163.163;41.463;25.463;137.833;404.46;32.46;39.72;151;42.263;50.263;28.323;153.11;170.373;51.373;303.713;94.93;105.193;30.193;167.227;124.683;21.063;50.46;215.933;11.263;176.69;21.737;52.117;435.987;43.033;53.413;92.473;4.023;29.893;73.207;11.303;68.227;38.95;162.797;44.86;116.283;456.19;350.99;441.09;341.19;467.833;32.95;41.107;364.923;7.56;52.76;15.197;10.233;47.233;221.5;60.737;137.033;82.313;476.833;16.833;47.08;33.143;46.61;42.61;13.857;0.903;41.093;121.216;49.563;1424.92;110.183;93.247;43.717;39.457;382.157;56.66;96.037;444.19;30.703;60.87;31.39;39.467;38.987;2.8;210.06;0;120.017;0;58.747;0;0;0;25.803;16.017;40.663;121;28.147;260.603;8.517;0;66.783;34.013;1182.08;35.59;529.567;30.487;52.057;47.31;45.62;99.637;22.903;164.173;104.187;130.473;54.057;49.523;225.25;53.217;28.443;5.683;21.913;69.973;19.13;38.193;48.653;137.347;17.347;50.39;48.39;389.48;25.427;175.567;464.063;37.06;38.06;222.383;337.517;40.533;101.767;1;43.123;32.073;10.34;12.56;33.643;1.55;25.54;44.723;50.573;9.117;439.537;56.57;175.847;38.993;79.207;133.41;193.637;211.893;3.037;89.083;193.443;284.64;46.64;0.687;26.713;370.1;81.973;10.003;59.067;53.747;180.46;25.87;35.93;46.84;369.167;631.817;69.963;2314.524;402.837;423.91;302.25;0;21.73;74.447;10.343;9.453;50.863;40.79;2.323;38.7;45.793;19.57;106.29;28.353;59.013;25.32;11.577;55.593;4.18;12.56;49.87;27.113;0.13;14.407;53.703;10.797;35.057;126.37;39.667;39.707;37.583;57.183
Sunday;09;6.283;37.507;110.76;11.84;237.323;151.643;133.913;82.253;31.763;44.763;88.057;101.347;346.86;48.14;5.2;66.4;56.663;225.94;9.187;78.203;52.497;548.07;104.393;110.673;122.933;482.05;107.887;71.313;106.407;313.21;0;168.033;125.427;92.553;98.87;65.28;233.77;236.653;43.053;91.147;54.963;56.327;12.767;58.253;47.073;53.12;41.313;537.843;60.41;119.787;111.26;31.307;56.903;21.967;0.53;159.3;292.147;380.87;87.577;50.757;35.82;0.033;48.147;15.703;168.17;89.423;20.423;53.47;336.163;49.163;67.41;43.41;60.673;221.003;122.197;39.463;104.527;81.73;1.983;67.983;83.163;83.433;17.29;33.853;54.527;27.747;58.683;208.201;25.173;74.22;26.723;34.303;18.357;50.63;45.373;33.42;51.89;365;64.217;0;0;59.693;21.263;3.573;1.06;44.68;44.933;86.993;120.413;141.493;173.933;46;10.537;0;40.957;74.493;46.073;47.543;162.813;0;103;528.723;69.263;34.54;36.357;41.48;49.75;62.4;43.653;45.733;260.717;59.78;157.807;205.053;32.787;48.787;518.433;36.493;141.663;53.05;40.237;162.297;16.277;16.953;3.883;219.483;52.567;13.793;7.013;62.257;95.95;51.097;58.31;300.507;373.913;173.96;169.32;82.32;222.547;29.74;292.93;185.14;163.06;35.57;167.213;242.167;60.123;133.833;109.13;228.16;40.163;79.86;68.453;71.827;0;38.577;655.211;248.29;137.417;236.127;91.377;664.503;60;74.08;116.147;40.547;14.063;104.977;117.4;360.233;55.097;184.803;363.236;662.303;192.434;83.39;24.023;22.6;2.84;40.14;5.43;12.43;155.71;73.093;56.72;129.767
