Day;Hour;Inactivity interval lengths (s)
Sunday;00;67636.75;807686.397;75.76;107.973;112.893;157.663;82.6;115.383;60.323;73.123;70.123;137.86;277.797;81.257;61.993;125.717;108.737;129.123;210.92;60.383;265.943;230.97;131.263;305.587;69.14;214.06;93.613;69.797;107.043;378.387;71.553;255.38;82.83;584.267;69.28;64.217;64.757;344.677;428.26;825.323;99;155.45;96.98;62.223;60.083;130.053;67.547;60.453;68.117;114191;26586.383;116502.98;752773.21;118082.787;3155.52;1277.113;119096.93;117342.457;3572.007;39247.997;72444.493;117874.097;115638.12;116498.613;119622.093;114771.93;118643.163;114197.67;1008822.037;114651.473;983.883;145.267;174.81;1056.323;186.767;159.297;1069.763;340.127;62812.347;26029.537;49645.213;112508.5;197956.203;114131.72;3403.777;115578.433;118486.237;16252.25;2478812.583;118578.893;2478810.943;117196.06;62.58;3401.243;261.753;25174.46;115243.38;498.833;314.407;116.363;185.273;73.587;77.403;820.547;5454.193;115658.74;547.82;138.45;349.73;97.993;1975.503;41435.287;16935.93;1432183.197;203982.357;116552.273;2413.693;265.813;52389.687;127452.537;116894.88;117043.26;78033.367;34817.857;119250.023;118412.547;124231.77;117014.23;412.213;291.627;356.26;226.63;327.313;754.727;68.293;464.247;302.36;117553.677;61394.673;115732.197;115942.19;115859.77;118536.413;116318.763;118579.36;111441.05;459440.767;110869.923;143456.05;114017.153;895092.147;111393.233;84.713;298.667;88.177;219.787;446.283;764.763;521.49;904.623;72589.837;826704.067;115601.49;117068.857;119745.283;128146.633;118334.423;131013.407;106644.717;118871.847
Sunday;01;269.39;74.497;681.433;238.677;78.413;148.153;153.577;100.513;145.317;70.053;103.65;70.557;167.02;153.453;99.98;170.507;65.273;79.533;114.233;203.837;104.363;200.97;217.513;67.957;169.157;132.433;180.34;122.963;200.57;119.193;213.16;519.767;355.783;331.317;319.91;61.347;198.843;919.633;991.56;65.147;72.707;65.14;131.717;6195.14;77.55;20047.32;968.217;84.22;1113.127;383.273;355.377;471.827;4821.527;111424.053;291.61;94.417;14411.89;63.277;60.003;75.94;68.177;91.9;298.9;76.057;62;68.097;79.88;215.883;105.933;106.92;163.92;246.927;35754.967;64868.39;67.583;110.863;3793.917;1254.943;471.987;113066.857;2271.36;277.573;393.24;154.847;90.577;186.513;8090.017;449.68;88.847;599.437;1802.51
Sunday;02;160.433;76.157;85.077;119.617;135.277;62.92;125.737;225.473;63.21;71.21;158.947;287.947;136.67;112.45;192.387;133.55;110.17;317.727;144.27;239.89;225.48;166.007;71.347;75.19;103.747;80.67;88.01;648.44;319.91;100.623;346.577;481.147;219.243;116.86;101.83;117.767;505.467;69.68;284.65;105.237;170.287;159.877;62.28;64.163;386.083;84.437;207.33;123.437;230.057;53368.033;652.777;285.753;1205.237;280.867;659.347;7548.647;106.367;130.553;119.51;70.447;87.077;359.127;126.023;74.167;110.167;78.873;177.873;179.703;120.443;258.363;75.29;147.26;116.197;65.093;68336.847;3984.553;641.38;670.857;192.113;125.703;483.433;187.007;196.753;331.42;428.007;68.42
Sunday;03;78.937;160.677;93.413;64.153;116.907;83.907;80.643;74.597;78.35;71.333;161.057;133.993;178.793;82.517;156.253;72.96;135.727;110.423;226.747;66.223;90.857;325.76;95.897;85.107;216.667;113.287;81.193;93.86;110.05;174.02;156.533;67.423;132.857;212.717;203.16;445.377;162.097;1505.94;64.633;70.693;77.32;139.8;79.013;62.57;64.817;139.987;126.22;127.11;77.073;61.71;7134.75;2478.987;1732.93;207.913;71.807;354.007;786.91;3130.483;469.13;326.373;819.067;105.34;1003.34;64.917;68.853;77.827;165.763;78.767;244.41;557.307;476.86;2841.3;452.927;288.277;192.913;359.503;273.123;235.747;92.477;326.22
Sunday;04;139.197;173.917;133.657;127.377;96.117;89.837;154.837;60.56;83.22;174.02;107.74;451.74;108.2;76.137;119.01;121.63;165.203;74.14;482.73;61.877;88.783;67.467;160.373;123.01;104.647;68.55;265.203;169.527;178.93;694.037;160.62;291.403;339.943;182.397;89.987;763.513;127.627;334.28;163.853;132.427;144.447;165.973;173.867;69.05;135.613;60.55;113.64;98.94;381.547;2176.487;264.32;1190.07;1216.617;199.103;711.627;229.53;970;73747.74;103001.04;9382.24;244.46;88.157;63.75;62.643;73.837;72.347;65.493;421.553;658.263;402.253;69.12;271.12;601.03;61.067;97.243;143.18;60.963;63.903;97215.453;1743.343;792.603;2092.94;8422.407;224.027;431.693;232.313;406.997;183.603;99274.397;315.343;137.84;722.4;304.42;154.5;237.437;100.93;86.407;343.913;112.443
Sunday;05;71.827;113.827;110.257;145.193;67.993;179.747;74.467;142.403;103.2;180.917;127.917;71.63;304.29;77.837;186.583;71.107;164.063;248.697;324.303;65.857;176.993;141.35;131.24;151.907;95.497;591.197;84.397;64.017;280.987;175.577;160.18;64.087;137.703;129.307;187.21;425.793;180.807;282.397;137.943;80.517;183.077;166.62;93.18;182.087;230.663;69.287;275.86;193.887;4809.217;3448.447;1135.48;1675.353;2278.287;143.283;344.237;307.687;255.323;101.927;1507.93;2406.787;2563.157;82.06;187.997;72.703;87.67;456.67;818.18;69.553;599.133;203.703;1597.487;24544.96;319.073;899.723;180.6;141.347;177.007;669.897;292.73;153.123;234.997;212.643;191.327;238.907;464.797;913.963;89.58;418.203;355.717;359.12;610.253
Sunday;06;84.087;125.023;62.79;87.727;80.527;156.203;125.203;76.94;92.68;116.417;194.353;172.093;83.877;174.613;94.35;266.29;369.947;106.097;160.653;93.527;249.817;71.047;77.683;159.287;136.193;62.327;89.993;69.167;77.82;206.757;90.333;271;68.62;92.527;258.227;398.78;105.303;75.897;99.863;338.517;211.017;221.59;657.717;87.807;67.427;109.613;200.963;63.307;98.583;81.127;264.05;92.31;28022.94;1379.23;1803.53;1524.947;2300.83;360.9;1631.773;1265.577;210.297;2191.717;79.197;223.887;73.623;83.597;93.617;98.553;70.587;68.523;269.667;3452.847;6397.997;336.7;2145.337;320.07;450.673;245.487;292.967;593.48;780.57;428.597;1030.747
Sunday;07;64.547;144.483;292.973;167.617;93.34;107.34;60.277;64.077;211.017;137.753;89.537;127.443;110.18;114.903;111.64;107.72;101.293;278.143;130.217;131.697;96.803;137.757;329.203;86.307;128.467;720.717;311.787;125.99;283.773;137.047;209.887;1027.683;145.063;60.653;227.607;64.667;138.94;163.107;127.023;158.797;16228.487;59096.867;7947.837;730.2;58436.367;687.353;7995.71;727.34;20773.843;1699.937;97.837;65.79;232.38;172.287;2310.013;2236.867;99.907;98.123;61.727;27633.507;161.17;303.077;56772.557;57070.637;3880.483;235.487;6218.463;185.79;109.377;61.617;6045.017;70.523;425.003;1795.943;608.537;79.647;173.667;1947.967;102.183;453.467;108.287;950.287;147.06;61.953;126.91;80.897;89.79;245.773;149.857;74.92;77.707;178.643;179.223;1558.45;704.293;871.553;175.847;607.07;285.227;410.897;1146.483;145.013;680.667;3802.16;440.647;280.563;143.06;516.607;73.023;280.663;289.19;448.703;68.837;346.793;123.29;147.897
Sunday;08;148.54;142.54;272.28;78;70.737;91.737;572.677;70.89;69.627;119.627;147.287;75.07;90.807;154.807;195.23;237.773;160.317;191.937;207.54;169.067;65.737;159.31;128.263;108.883;77.013;127.967;89.587;335.527;1144.687;393.977;107.107;109.793;294.697;142.773;200.05;76.203;306.14;72.81;102.01;81.91;76.81;692.167;79.05;119.893;115.077;86724.643;64.67;205.34;165.963;211.64;148.297;1087.11;391.13;80.61;263.533;37919.25;64.977;61.95;2584.983;189.457;849.253;1166.157;142.337;92.087;75.853;112.707;57111.54;1820.46;134.943;195.69;81.38;98.363;137.097;77.827;78.813;1814.52;2545.25;88112.473;345.723;163.653;69.653;72.61;92.61;336.52;66.573;77.433;83.937;82.94;78.94;84.617;80.483;11987.51;1266.357;1242.52;67.287;1803.423;4474.983;490.933;544.253;398.54;870.13;87530.773;196.053;64.44;296.773;123.363;190.087;206.847;111.127;98.283;65.27;412.553;232.657;191.547;504.137;420.21;82.677;136.3;706.207;135.43;152.71
Sunday;09;72.14;236.86;175.8;124.6;137.337;171.06;102.813;68.797;237.503;137.93;130.607;180.327;78.067;255.95;291.113;74.687;109.593;113.79;133.393;116.967;149.573;82.447;115.13;189.72;65.787;138.347;149.947;550.853;184.037;229.673;243.233;557.747;67.927;622.88;483.157;61.59;130.213;88.74;64.693;160.097;301.033;82.47;69.7;103.853;154.13;268.423;48174.527;79232.47;8045.18;93.473;2539.427;128.317;10760.943;106.827;94.78;509.277;403.697;977.643;739.37;87.627;129.58;127.14;257.573;257.32;154.067;242.007;99.587;80.507;381.633;351.887;5022.573;1529.993;227.043;255.507;134.927;124.457;41987.013;1536.737;16339.85;623.643;8354.203;61.283;83.22;156.193;88.947;71.213;265.213;144.567;160.507;127.337;140.95;78.763;465.703;447.847;379.43;255.98;66.027;617.66;73.043;1469.84;29122.027;29528.13;21580.607;6006.057;1612.467;100.587;1686.397;112.26;64.4;1258.897;1094.36;90.877;315.623;100.35;120.1;1074.963;549.92;866.853;348.453;440.937;63.023;107.6
